title,article_text,article_date,source
"Ilang mga paaralan sa Negros Occidental nagsara dahil sa pandemya, mababang enrollment","Wala nang makikitang mag-aaral na nasa kinder at Grades 1 to 6 na pumapasok sa The Light Christian Academy sa Bacolod City. ,Bago nagsimula ang klase ngayong buwan, nagdesisyon ang school administration na tanging Junior High lang ang kanilang i-enrol.,Marami kasi sa mga estudyante nila sa elementarya ang lumipat na sa public school para makatipid.,Sa kalapit na siyudad ng Silay, wala nang signboard na makikita sa dati ay niri-rentahang mga silid-aralan ng Red Aeronautics and Technological Institute Inc. (RATTI). ,Simula nang mag-online at modular ang pagtuturo dahil sa pandemic, halos lahat ng mga estudyante nila mula elementarya hanggang senior high ay naglipatan na sa public school. Dahil dito, nagsara ang paaralan.,"" ’Yung mga estudyante, after 2020, prefer nila ang public schools than the private school. Kasi doon modular at the same time natatakot ’yung mga students na baka mahawaan ng COVID-19,” sabi ni Renato Doloso, school director sa RATTI.,Apektado rin ang mga negosyo sa paligid ng paaralan.,“Dugang pa sa income.(Sang pagsira nila naibanan man kamo) Naibanan, naibanan e kay imbes manaog sila o masakay, wala na,” sabi ni Michael Abelar.,(Dagdag sana sa income.(Pagsara nila, nabawasan ang kita niyo?) Nabawasan, nabawasan, imbes na baba-akyat sila, wala na.),""Nawad-an man kami pasahero,” pagsang-ayon ni Noel Revo.,(Nawalan kami ng pasahero.),""Tungod sang pandemic nawad-an kami income. Mga kabataan namon daw halos indi kami kakaon adlaw-adlaw bala,” dagdag ni Arthur Gonzales.,(Dahil sa pandemic, nawalan kami ng income. Mga anak namin halos hindi na namin mapakain araw-araw.),Apektado rin ang maliit na tindahan ni Regina Martelino. Sa kanya dati bumibili ng mga biscuit at candy ang mga estudyante.,“Nagapamahaw da sila sa akon dira bala, dira ko nagabaligya. (Nasubuan ka pagsira nila?) Huo e kay syempre may benta man ko sa ila mo,"" ani Martelino.,(Sa akin sila nagmi-merienda noong nandyan pa ako. (Nalungkot ka pagsara nila?) Oo syempre kasi kumikita din ako sa kanila.),Naniniwala si Doloso na maaaring hindi humantong sa pagsara kung umaalalay sana ang gobyerno.,""Sana kung may intervention ang school. We call that subsidy or aid to the private school sana ay hindi nag-close ’yun at sana naka-survive kami nang ganoong mga oras or time,"" giit ni Doloso.,Maliban sa RATTI, walong iba pang private schools ang nagsara rin sa Silay City kabilang ang San Diego Study Center. Dati umaabot ng halos 500 na mga bata ang kanilang mga estudyante. ,Si Jenny Rodriguez, nasa ibang paaralan na naka-enroll ang kanyang dalawang apo. Pero bumabalik pa rin sila sa San Diego para ipa-tutor ang mga bata. Magagaling umano kasi ang mga guro dito.,“Diri nami gid ya sir ya. Tawhay diri nga eskwelahan. Kanami sang ila mga teachers magtudlo,” ani Rodriguez.,(Mas maganda talaga rito. Tahimik dito. Ang galing magturo ng kanilang mga teachers.),Dito rin nagpapa-tutor ang iba pang mga magulang na nasayangan sa pagsara ng paaralan.,""Syempre sad man kami nga kanugon bala nga kanugon nga school nga nag close sila bala haw kay daw damu man di nanamian nga diri bala kay daw kanami sang ila pagtudlo,"" sabi ni Riza Banay.,(Siyempre sad kami sayang na nag-close ang school kasi marami pa naman ang nasisiyahan sa kanilang pagtuturo.),""Once diri naghalin ang student daw lain ang student daw lain gid ang, pag grade 1 nila daw lain gid ang ila learnings,"" pagsang-ayon naman ng nanay na si may Joy Gellor.,(Once dito galing ang estudyante iba talaga, iba yung kanilang learnings dito.),Sabi ng mga guro na nawalan ng trabaho, kahit papano malaking tulong na sa kanila ang bayad na nakukuha sa pagto-tutor sa mga dating estudyante. ,Hangad nila na sana muling bubuksan ang kanilang paaralan.,Sa Negros Occidental, nasa 31 ang mga pribadong paaralan na nagsara. ",Aug 31 2022 03:53 AM,https://news.abs-cbn.com/news/08/31/22/ilang-mga-paaralan-sa-negros-occidental-nagsara
COVID-19 vaccination targets sa Metro Manila malapit nang maabot,"Libre ang magpabakuna kontra COVID-19 pero kailangan pang mamasahe papunta sa mga vaccination site.,Para sa mga kagaya ni Milagros Enriquez Libong, isang mangangalakal ng karton, napakalaking bagay ang P80 na ginastos noon para lang makapunta sa bakunahan.,Kaya nang magkaroon ng vaccination site sa Commonwealth Market sa Quezon City ngayong Martes, hindi na nagdalawang-isip si Libong na magpaturok ng ika-2 booster shot.,""Mas madali ngayon kasi mas malapit,"" aniya.,Isa lang ang Commonwealth Market sa 24 na pamilihan sa Metro Manila na may vaccination site para mas mailapit ang pagbabakuna sa publiko.,Sa panibagong ""PinasLakas"" campaign, target na mabakunahan ang 90 porsiyento ng mga senior citizen at mabigyan ng unang booster ang 50 porsiyento ng eligible population.,Ayon kay Dr. Gloria Balboa, direktor ng Department of Health (DOH) Metro Manila Center for Health Development, malapit nang maabot ang mga target na ito.,""In terms of first booster dose, ang buong NCR (National Capital Region) is 47.89 percent na... So, kumbaga, kaunti na lang,"" ani Balboa.,""Sa senior citizens... ang buong NCR ay naka-90.6 percent na tayo,"" dagdag niya.,Pero aminado si Balboa na habang tumataas ang bilang ng mga nababakunahan, lalong nagiging mahirap ang paghahanap sa mga taong kailangan pang maturukan.,""Nagha-house to house pa rin tayo. Kasi lalo na yung mga senior citizens, sila 'yon mga hindi na makalabas ng bahay,"" aniya.,""Pati sa mga nursing homes, pinupuntahan din po 'yon."",Para maabot ang target sa Metro Manila para sa unang booster, kailangang makapagturok ng hindi bababa sa 10,000 tao kada araw.,Kampante si Balboa na maabot kundi man malampasan ang target.,Gayunpaman, kailangan pa ring paigtingin ang pagbabakuna sa iba pang bahagi ng bansa, lalo't lumalabas sa datos ng DOH na sa higit 1 milyong target na senior citizens na mabigyan ng first dose, 22,688 pa lang ang nababakunahan.,Halos 2 milyon pa lang din ang nabibigyan ng boosters mula sa target na 23 milyon sa buong bansa, ayon sa DOH.,Samantala, balik-""low risk"" naman ang classification ng average daily attack rate sa Metro Manila matapos itong bumaba sa 5.98 sa kada 100,000 tao.,Bumaba rin umano ang average daily cases sa rehiyon sa 862 mula 1,062.",Aug 30 2022 04:09 PM,https://news.abs-cbn.com/news/08/30/22/covid-19-vax-targets-sa-ncr-malapit-nang-maabot
"Pasig River ferry service, patok sa mga estudyante","MAYNILA — Patok ngayon ang Pasig River Ferry sa mga estudyante at maging mga empleyadong nais magtipid at mabilis na makarating sa kanilang pinapasukan. ,May 9 na ferry na bumabaybay sa Pasig River para magbigay ng libreng sakay sa mga commuter na gustong makaiwas sa traffic.,Pero paunawa sa publiko ni Pasig River Ferry System administrative officer Irene Navera, kinakailangan nilang magtigil-operasyon kapag may mga problemang dulot ng pag-ulan.,“Sor far maganda naman ang ano, ang ating biyahe, doon sa ating ridership everyday, mga 10 percent pa lang, siguro dahil siguro yung iba kasing mga school ay hindi pa nagbubukas,” kuwento niya.,“Yun nga lang meron din tayong mga challenges kasing kinakaharap ngayon dahil rainy season, para sa lahat, sa kaalaman ng lahat, marami kasing water lily, isa yun po yun po ang dahilan kung bakit nagka-stop operation tayo.”,Maaari ring magtigil-biyahe ang ferry kapag zero visibility na sa lugar, paliwanag ni Navera.,Ang Pasig River ferry service ay bumibiyahe mula Lunes hanggang Sabado, mula 6 a.m. hanggang 6 p.m. Kailangan lang magdala ng ID ng mga nais sumakay dito. ",Aug 31 2022 12:08 PM,https://news.abs-cbn.com/news/08/31/22/pasig-river-ferry-patok-sa-mga-estudyante
"P4,000 ayuda ipinamamahagi sa mga taga-QC na nawalan ng trabaho","
Inilunsad ngayong Martes sa Risen Garden sa Quezon City Hall ang "","" Pantawid Program para sa mga taga-lungsod na nawalan ng trabaho ngayong pandemya.,Bibigyan ng ayuda ng Quezon City local government ang mga lehitimong manggagawa na residente ng lungsod na nawalan o natanggal sa trabaho dahil sa epekto ng pandemya.,""Naisip [naming] gawin ito sa dami ng nawawalan ng trabaho... Para sa lehitimong manggagawa na gusto talaga maghanapbuhay, na may pantawid lang sila,"" sabi ni Mayor Joy Belmonte.,Kabilang sa mga unang nakatanggap ng pinansyal na ayuda ang 25 guro na nawalan ng trabaho dahil sa pagsasara ng Colegio de San Lorenzo sa Quezon City.,Matatandaang nagsara ang naturang paaralan dahil hindi umano nito naabot ang target na bilang ng enrollees para sa kasalukuyang school year.,Isa sa mga unang nakatanggap ng P4,000 ayuda ay ang Science teacher na si Joseph Angelo Sevilla na 17 taon ding nagturo sa nasabing eskuwelahan. Magagamit umano nila ito habang naghahanap ng trabaho.,Aniya, nagulat siya sa pagsasara ng Colegio de San Lorenzo pero wala naman siyang hinanakit sa Board of Trustees. ,Ipinakita ni Sevilla ang kaniyang mga dokumento sa pag-a-apply ng bagong trabaho o sideline, dahil sa Enero pa umano puwede mag-apply sa DepEd.,""Naghahanap kami ng work, pantawid lang, hanggang magka-opening sa Department of Education,"" aniya.,Para naman sa Music teacher na si Aurora Salcedo, naapektuhan man sila ng pagsara ng Colegio de San Lorenzo, may biyaya naman umanong naging kapalit.,""Natutuwa kami kasi kami ang na-prioritize. Siyempre, makakatulong din ito in a way, pero maghahanap kami ng trabaho,"" sabi ni Salcedo.,Ang Alagang QC Pantawid Program ay proyekto ng lokal na pamahalaan ng QC kung saan mabibigyan ang displaced workers ng P500 kada linggo sa loob ng walong linggo o katumbas ng P4,000.,Pantawid umano ito habang naghahanap ng trabaho ang mga manggagawang natengga ngayong pandemya.,Kabilang sa requirements ay ang sertipikasyon mula sa Department of Labor and Employment na nawalan ng trabaho ang manggagawa ngayong pandemya at naging apektado rin ng paghina ng ekonomiya.,Binanggit ni Belmonte na balak rin nilang magbukas ng trabaho para sa mga displaced teachers.,""Para sa lahat ng mga teachers na na-displace… Alam natin may education crisis, may ilulunsad kaming education recovery program dahil ayaw namin pabigat sa mga existing public schools. Naghahanap tayo ng mga guro para sa ating remedial schools,"" anang alkalde.,""Welcome dito ang mga displaced teachers ng San Lorenzo.""",Aug 30 2022 04:19 PM,https://news.abs-cbn.com/news/08/30/22/p4000-ipinamamahagi-sa-mga-taga-qc-na-nawalan-ng-trabaho
"Tubig sa ilang bahagi ng Valenzuela, QC, Caloocan at Bulacan, mawawala hanggang 10 pm","MAYNILA -- Extended hanggang 10 p.m. ang water service interruption ng Maynilad sa ilang baahagi ng Valenzuela, Caloocan, Bulacan, at Quezon City.,Sa huling update ng Maynilad, walang suplay ng tubig hanggang alas-diyes ng gabi ngayong Martes ang Arkong Bato, Babaguin, Balangkas, Bignay, Bisig, Coloong, Dalandanan, East Canumay, Gen. T. De Leon, Isla, Karuhatan, Lawang Bato,Lingunan, Mabolo, Malanday, Malinta, Mapulang Lupa, Marulas, Maysan, Palasan, Pariancillo Villa, Parada, Paso De Blas, Pasolo, Polo, Poblacion, Punturin, Rincon, Tagalag, Ugong, Viente Reales, Wawang Pulo, at West Canumay sa Valenzuela.,Sa Quezon City, wala ring suplay ng tubig sa Barangay 166, Capri, Greater Lagro, Gulod, Kaligayahan, Nagkaisang Nayon, Nova Proper, Pasong Putik, San Agustin, at Sta. Monica.,Apetakdato din ang Barangay 165 hangang 178, Bagbaguin, at Llano sa Caloocan Ciy, at Barangay Catanghalan, Langka, at Libtong sa Bulacan.,Nasa 430,000 na customer ng Maynilad ang apektado nito.,Lunes nagsimulang maputol ang suplay ng tubig dahil sa emergency power interruption sa La Mesa Pumping Station.,Ayon sa residente ng Barangay Ugong, Valuenzuela City na si Virgilio Esquivel, huli na ang abiso kahapon ng Maynilad kaya may mga kapitbahay silang hindi nakapag-imbak ng tubig.,Kaya sa kanilang bahay, hindi nawawalan ng imbak na tubig sakaling may biglaang water service interruption.,“Mga 5 o’clock yata, pero nag-abiso sila, late na. 10 mins bago mawala ‘yong tubig. Lagi kaming nag-iimbak kasi minsan bigla na lang nawawala. Kailangan talaga makapag-imbak kahit pailan-ilang container lang,"" kuwento niya.,""Ngayon sa araw na yata nawawalan na rin. Mahirap kasi kapag araw, kailangan ng tubig. Katulad kami na maraming pinaggagamitan ng tubig tulad ng paninda namin,” ayon kay Esquivel.,Paliwanag ng Maynilad, dahil sa power fluctuation bandang alas singko kahapon, tumakbo lang ang La Mesa Pumping Station sa apat na generator sets.,Pero nang lumakas ang ulan kagabi, tinamaan naman ito ng kidlat.,“We were running on gensets. Unfortunately, around 9:45 PM tinamaan ng kidlat ang ating generator set. Malakas ang ulan kagabi doon sa area so meron ding thunder at lighting,"" ayon sa tagapagsalita ng Maynilad na si Jennifer Rufo.,""Ngayon, the plant is still running on generator set pero nagsasagawa pa kami ng internal checks bago maibalik fully ang operation ng ating pumping station sa power grid. Humihingi kami ng paumanhin sa abalang nadulot nito. Ginagawa natin ang lahat para mapabilis yung atin internal chekcs ngayon sa planta,” dagdag niya.,
 ,
Sabi pa ni Rufo, maaaring mapaaaga sa target na 10 p.m. na maibalik ang suplay ng tubig sa ilang apektadong lugar.,
 ",Aug 30 2022 05:45 PM,https://news.abs-cbn.com/news/08/30/22/tubig-sa-ilang-bahagi-ng-valenzuela-qc-caloocan-at-bulacan-mawawala-hanggang-10-pm
"Bundok, ilog tinatawid ng mga guro sa Sarangani para makapagturo sa mga katutubo","Sa pagbabalik ng face-to-face classes sa maraming paaralan sa bansa ngayong Agosto, balik rin ang kalbaryo ng ilang guro sa mga probinsiya.,Sa Sarangani Province, hirap at pagod ang dinaranas ng mga guro para marating ang Sitio Lanao IP School sa Barangay Sapu Masla sa bayan ng Malapatan, at magampanan ang kanilang tungkulin.,Kuwento ng teacher na si Marvin Tunan, apat na oras ang kanilang nilalakad, na may kasamang pag-akyat ng bundok at pagtawid ng ilog nang higit 20 beses, bago makarating sa nasabing paaralan.,""Naranasan ko ang hirap noon. Kaya kahit mahirap at malayo ang school, patuloy kaming nagtuturo doon,"" kuwento ni Tunan sa ABS-CBN News.,""At kahit tatawid ng ilog, minsan lalangoy sa baha, kakayanin upang makatulong sa mga bata."" ,Ang hirap sa biyahe ay linggo-linggo umanong dinaranas ng mga guro sa lugar.,At ang pagtuturo sa mga katutubo ay isinasabay pa nila sa kanilang pag-aaral sa graduate school.,Napapawi ang pagod nila kapag nakikita ang mga estudyante nila at napapagtantong naglalakad din nang malayo ang mga bata.,""Iyon ang motivation namin para magawa ang aming tungkulin bilang guro,"" ani Tunan.,""We just keep in mind that learners need our services, love, and care. Someday, they will achieve their dream. Because their achievements are our achievements, too,"" dagdag niya.,Panawagan nila ang maayos na daanan o tulay para sa mas ligtas na biyahe patungo sa paaralan.",Aug 30 2022 06:23 PM,https://news.abs-cbn.com/news/08/30/22/bundok-ilog-tinatawid-ng-mga-guro-sa-sarangani-para-makapagturo
LTO nagpaalala vs. pagpapasakay ng bata sa overloaded tricycles,"MAYNILA - Nagpaalala ang Land Transportation Office sa mga magulang at guardian ng mga estudyante na maging maingat sa pagpapasakay ng mga bata sa punuan na tricycles at motorsiklo, ngayong mas marami nang bata ang pumapasok sa in-person classes. ,""Five to six a.m. marami kaming nakikitang tricycle na overload. Yung iba pinapababa. Pero we cannot avoid eh. Gustong nagmamadali yung mga bata winarningnan natin kasi interes pa rin natin yung safety ng mga bata,"" ani LTO Metro Manila director Clarence Guinto. ,Sa ilang lungsod gaya ng Quezon City, dapat apat lang ang naka-sakay sa tricycle, kabilang ang tsuper. ,Kung sasakay naman ng motorsiklo, nagpaalala ang LTO na dapat isa lang dapat ang naka-backride. ,Kung bata ang sakay nito, dapat umaabot ang paa sa foot peg, nakayakap nang maayos sa nagmamaneho at naka-helmet. ,Mahaharap sa paglabag sa Children's Safety on Motorcycle Act of 2015 ang mga lalabag dito.,Samantala nasa P3,000 hanggang P10,000 ang multa para rito. ",Aug 30 2022 03:05 PM,https://news.abs-cbn.com/news/08/30/22/lto-nagbabala-vs-pagsakay-ng-bata-sa-overloaded-tricycle
"Lalaking 'nanggahasa' ng bata noong 2012, tiklo",,Aug 30 2022 07:42 PM,https://news.abs-cbn.com/video/news/08/30/22/lalaking-nanggahasa-ng-bata-noong-2012-tiklo
Di sasapat ang suplay ng bawang hanggang dulo ng 2022: Dep't of Agri,,Aug 30 2022 07:54 PM,https://news.abs-cbn.com/video/business/08/30/22/di-sasapat-ang-suplay-ng-bawang-ngayong-2022
"7 suspek sa pagdukot, pagpatay sa lalaki sa Batangas, kinasuhan na","Natukoy na ng mga awtoridad ang dahilan at sinampahan na ng kaso ang pitong suspek sa pagpatay sa lalaking dinukot sa gasolinahan sa Taal, Batangas noong Agosto 16.,Ayon sa ulat ng Batangas Police Provincial Office, Martes ng umaga ay sinampahan na ng kasong kidnapping with homicide ang mga suspek sa Batangas City kaugnay sa pagdukot at pagpatay kay Eugene Del Rosario.,Si Del Rosario na tubong Tondo, Manila at residente ng Lemery, Batangas ay dinukot ng mga armadong kalalakihan sa isang gasolinahan sa Taal Diversion Road noong gabi ng Agosto 16 pagkakababa nito ng bus galing Maynila.,Kinabukasan, Agosto 17, natagpuan itong patay at may tama ng bala sa ulo sa Barangay Bignay 2 sa bayan ng Sariaya, Quezon.,Ayon sa pulisya, positibong nakilala ng mga witness ang isa sa mga suspek dahil hindi umano ito nakasuot ng mask habang nag-guide sa pagmamaniobra ng dalawang ginamit na sasakyan sa pagdukot.,Naging viral din ang video ng pagdukot matapos na ito ay makuhanan ng CCTV ng gasolinahan.,Hindi naman natutukoy pa ang anim pang suspek.,Ayon sa Batangas PNP, ang mga suspek ay miyembro ng ""bukas kotse"" gang. ,Onsehan umano sa pera ang dahilan ng pagpaslang sa biktima. ,- ulat ni Ronilo Dagos,KAUGNAY NA ULAT",Aug 30 2022 07:48 PM,https://news.abs-cbn.com/news/08/30/22/7-suspek-sa-pagdukot-pagpatay-sa-lalaki-sa-batangas-kinasuhan-na
"Panukalang pag-alis sa General Education subjects sa kolehiyo, tinutulan","Tutol ang grupo ng mga guro at estudyante sa isinusulong ni Trade Secretary Alfredo Pascual na pag-alis sa General Education (GE) subjects sa kolehiyo.,Binitawan ni Pascual ang mungkahi kasabay ng panukalang paikliin ang taon sa pagkuha ng isang college degree. ,Para kay Pascual, mas mainam na major subjects at specific skills na kailangan sa work force ang pagtuunan ng mga kurso kaya dapat alisin ang GE subjects na saklaw umano ng K-12 curriculum.,Pero para sa grupo ng faculty at iba pang manggagawa sa University of the Philippines, ang pahayag ni Pascual ay devaluation o pagpapahina sa GE program, na layong magtanim ng critical thinking sa mga estudyante.,Hindi rin kumbinsido ang grupo na mas magiging employable ang mga estudyante kapag inalis ang GE subjects.,""We think very wrong iyong assumption that super specialization is actually what is needed in the workplace. Without GEs kasi magiging super specialized ang students, they'll be focusing on their disciplines,"" ani Mon Sy, vice chairperson ng grupong Congress of Teachers/Educators for Nationalism and Democracy.,""The workplace needs engineers who can write well-written reports or scientists who can communicate their research to people. Pero kung example, a science student will only learn the science, how to do lab work, paano na iyong science communication part? How about the ethics part?"" aniya.,Naniniwala naman ang National Union of Students of the Philippines (NUSP) na GE subjects ang dapat tingnan kung gustong makamit ang kalidad na edukasyon.,""Kailangan i-review ang K-12 program. Dapat iyon, kasi iyon ang nagdadagdag ng years sa mga estudyante ngayon at ang daing ng mga magulang, sobrang nahihirapan sila sa gastusin,"" ani NUSP President Jandeil Roperos.,Para sa Commission on Higher Education (CHED), kailangan munang pag-aralan ang senior high school curriculum bago magbanggit ng mga pagbabago.,""In policy making, we should not just use general statements that we have because that is our personal thinking. It must be based on assessment. Kailangan din pag-aralan anong nangyari sa mga naiwan sa general education,"" ani CHED Chairman Prospero de Vera.,""That is one of the things that we want to find out with the [K-12 program] review. What happened to the subjects that were put there? Do they sufficiently cover the outcomes that we used to expect from general education?"" ani De Vera.,Patuloy na isinasagawa ang review sa K-12 program.,Apela ng mga education advocate na bigyan ng boses ang lahat ng mga kabilang sa sektor, mula estudyante, guro, mga dalubhasa at mga apektadong industriya.",Aug 30 2022 08:16 PM,https://news.abs-cbn.com/news/08/30/22/panukalang-pag-alis-sa-gen-ed-subjects-sa-kolehiyo-tinutulan
"Mag-inang Pinoy patay sa pananaksak sa Toronto, Canada",,Aug 30 2022 08:23 PM,https://news.abs-cbn.com/video/overseas/08/30/22/mag-inang-pinoy-patay-sa-pananaksak-sa-canada
22 huli sa isang bagsakang operasyon ng PNP sa Pasig,,Aug 31 2022 06:56 AM,https://news.abs-cbn.com/video/news/08/31/22/22-huli-sa-isang-bagsakang-operasyon-ng-pnp-sa-pasig
Higit 30 batang cancer survivor binigyan ng artipisyal na mata,,Aug 30 2022 08:26 PM,https://news.abs-cbn.com/video/news/08/30/22/higit-30-batang-cancer-survivor-binigyan-ng-artipisyal-na-mata
"Bangkay ng babae, natagpuan sa compound sa Baguio City","BAGUIO CITY - Natagpuan ang hubad na bangkay ng isang babae sa isang private compound sa Alfonso Tabora, Trancoville, Baguio City nitong Martes ng umaga.,Sa inisyal na report ng Baguio City Police Office, natagpuan ang bangkay ng babae na may tape ang bibig at mga kamay. Tinalian din ng belt ang kanyang leeg.,Patuloy ang imbestigasyon ng pulisya sa insidente.",Aug 30 2022 07:33 PM,https://news.abs-cbn.com/news/08/30/22/bangkay-ng-babae-natagpuan-sa-baguio-city
Mga mag-aasin nagpapasaklolo na sa gobyerno,,Aug 30 2022 08:32 PM,https://news.abs-cbn.com/video/news/08/30/22/mga-mag-aasin-nagpapasaklolo-na-sa-gobyerno
"Mayor ng San Jose, Romblon, nahulihan ng hindi lisensiyadong baril sa Boracay","Naisampa na ng Malay Police ang kasong illegal possession of firearms laban kay San Jose Mayor Egdon Sombilon ng San Jose, Romblon, matapos na mahulihan ng hindi lisensyadong baril sa isang bar sa isla ng Boracay nitong Sabado ng gabi.,Sa imbestigasyon ng pulisya, pumasok sa bar ang alkalde at nang kapkapan ay nakuha sa posesyon nito ang isang baril. Nang suriin ng Malay Police ang baril ay natuklasan na nag-expire na ang license to own and possess firearms (LTOPF) nito.,Ayon kay Police Lt. Col. Don Dicsie De Dios, hepe ng Malay Police, mayroong permit to carry at registration of firearms ang alkalde pero expired ang lisensya nito.,Kaagad naman nakalabas sa kulungan si Sombilon matapos na makapagpiyansa sa kasong isinampa sa kanya.,Paalala ni De Dios sa mga bumibisita sa mga bars at restaurants sa isla ng Boracay na mahigpit na ipinagbabawal ang pagdala sa loob ng anumang klase ng baril kahit pa na ito ay kompleto sa dokumento. ,
 ",Aug 30 2022 10:07 PM,https://news.abs-cbn.com/news/08/30/22/mayor-nahulihan-ng-hindi-lisensiyadong-baril-sa-boracay
Dengue cases dumoble ang bilang kompara noong nakaraang taon: DOH,,Aug 30 2022 08:36 PM,https://news.abs-cbn.com/video/news/08/30/22/dengue-cases-dumoble-ang-dami-doh
"JoKoy balik-Pilipinas para sa tour, premiere ng 'Easter Sunday'",,Aug 30 2022 08:29 PM,https://news.abs-cbn.com/video/entertainment/08/30/22/jokoy-balik-pilipinas-para-sa-tour-premiere-ng-easter-sunday
"ABS-CBN, big winner sa 'Inding-Indie Excellence Awards'",,Aug 30 2022 08:36 PM,https://news.abs-cbn.com/video/life/08/30/22/abs-cbn-big-winner-sa-inding-indie-excellence-awards
Presyo ng mga rekado binabantayan ng DA sa harap ng mga taas-presyo,,Aug 31 2022 08:44 PM,https://news.abs-cbn.com/video/business/08/31/22/da-binabantayan-ang-presyo-ng-rekado
Pilipinas nagtapos sa ika-6 puwesto sa AVC Cup for Women,,Aug 29 2022 09:16 PM,https://news.abs-cbn.com/video/sports/08/29/22/ph-nagtapos-sa-ika-6-puwesto-sa-avc-cup-for-women
3 patay sa pananaga sa alitan sa 'property line' sa Camarines Sur,"Humantong sa madugong tagpo ang matagal nang alitan sa ""property line"" ng magkapit-bahay sa Barangay Godofredo Reyes Sr., Ragay, Camarines Sur Lunes, ayon sa pulisya.,Ayon kay Police Captain Glen Alumit, sinugod ng suspek na si Mark Alex Sito sa kanilang bahay ang mga biktimang sina Mark Avila, 40-anyos, at Simeon Villareal, 27, at pinagtataga ng itak hanggang sa mapatay.,Batay sa imbestigasyon ng pulisya, nagawa pa umano ng mga biktima na manlaban sa suspek.,Natagpuan nilang wala nang buhay ang suspek ilang metro ang layo sa mga biktima, dahil sa tadtad din ng mga taga sa iba’t ibang bahagi ng katawan.,Dahil parehong pumanaw ang mga biktima at suspek, inihinto na ng Ragay Police ang pag-iimbestiga sa insidente, na itinuturing na nilang case closed. ",Aug 30 2022 09:59 PM,https://news.abs-cbn.com/news/08/30/22/3-patay-sa-pananaga-sa-alitan-sa-lupa-sa-camarines-sur
Sapul sa CCTV: Panghoholdap ng restaurant sa Rizal,"Nakuhanan ng CCTV ang panghoholdap sa isang restaurant sa bayan ng Pililla, Rizal nitong Lunes ng madaling araw.,Dalawang lalaking naka-helmet ang pumasok at nangtutok ng baril sa mga tauhan ng restaurant na kumakain bandang alas-2:17 ng umaga. Kinuha ang kanilang cellphone at pinapunta ang mga ito sa counter table para ilimas ang pera ng kaha. Kinuha din ang tip box.,Ayon sa may-ari na si Airadale Gimena, tinatayang nasa mahigit kumulang P18,000 ang nakuhang pera, dalawang cellphone at relo ng isang tauhan.,“Nang umalis na ang mga holdaper sakay sa motorsiklo, sa takot ng mga tauhan ko, pumasok agad sila sa kusina at ipinaalam sa akin ang nangyari. Tumawag kami ng pulis pero hindi na natunton ang mga holdaper” ani Gimena.,Matinding takot umano ang naranasan nila.,“Working students ang mga tauhan ko. Bukod sa trauma, kawawa pa sila dahil natangay ang cellphone na ginagamit nila sa pag-aaral. Sana matulungan sila,” ani Gimena.,Ang CCTV recorder na nasa counter table ay kinuha ng mga holdaper kaya walang kuha sa kaganapan sa paglimas ng pera sa kaha.",Aug 30 2022 12:07 AM,https://news.abs-cbn.com/news/08/30/22/sapul-sa-cctv-panghoholdap-ng-restaurant-sa-rizal
"Cesar Montano, Sunshine Cruz muling nagkasama sa debut ng anak",,Aug 29 2022 09:04 PM,https://news.abs-cbn.com/video/entertainment/08/29/22/cesar-montano-sunshine-cruz-nagkasama-sa-debut-ng-anak
No-contact apprehension pinatitigil ng Korte Suprema,,Aug 30 2022 08:24 PM,https://news.abs-cbn.com/video/news/08/30/22/no-contact-apprehension-pinatitigil-ng-korte-suprema
"Mga kalsada sa Rizal, Valenzuela City binaha",,Aug 30 2022 06:26 AM,https://news.abs-cbn.com/video/news/08/30/22/mga-kalsada-sa-rizal-valenzuela-city-binaha
Mga tsuper kanya-kanyang diskarte sa bagong oil-price hike,,Aug 30 2022 07:05 AM,https://news.abs-cbn.com/video/business/08/30/22/mga-tsuper-may-diskarte-sa-bagong-oil-price-hike
Dalaga patay sa pananaksak sa Laguna,"Patay ang isang 18-anyos na dalaga matapos siyang pagsasaksakin sa kaniyang bahay sa Biñan City, Laguna nitong Linggo ng hapon.,Suspek sa krimen ang dating nobyo ng kaniyang ina. ,Lumalabas sa imbestigasyon ng pulisya na nagalit ang suspek dahil nakipaghiwalay sa kaniya ang nanay ng biktima.,Nauna nang pinagbantaan ng suspek na papatayin ang ginang matapos na malaman na may iba nang nanliligaw rito.,Subalit ayon sa pulisya, ang anak na si Jonaflor Gurra ang napagbalingan ng galit nang hindi naabutan ng suspek sa bahay ang nanay sa Barangay Timbao. ,Ayon sa imbestigasyon ng Biñan City police, sapilitang pinasok ng 29-anyos na suspek ang kuwarto ng biktima. Narinig na lamang na sumigisigaw ito at humihingi ng tulong hanggang sa tumigil. ,Makaraan ang ilang minuto, nakita ng isang testigo na nagmamadaling umalis ang suspek. Nang tingnan ang bahay, nakitang duguang nakahandusay ang biktima sa sahig ng kuwarto.,Hindi na naisugod sa ospital ang biktima dahil agad siyang binawian ng buhay sa mga tama ng saksak sa iba't ibang bahagi ng katawan.,Naaresto naman ng mga pulis ang suspek sa Barangay Casimiro, Las Piñas City sa isang follow-up operation.,Nakatakdang sampahan ng kasong murder ang suspek. ",Aug 30 2022 03:04 AM,https://news.abs-cbn.com/news/08/30/22/dalaga-pinagsasaksak-sa-kaniyang-bahay-sa-laguna
